Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
27828.0,0.47882042942452,-1.80839806842052,0.988704974495555,0.964142973856817,-1.76919182202471,0.654678491603217,-0.766069130117752,0.334323455815239,-0.353703127196052,0.660613217879424,0.859656828906656,0.350940539075558,-1.00253820705073,0.0496808570593294,-0.294753872700243,-1.43479457422987,0.176735407800472,1.47912497636806,-1.27599581509325,0.0676646635759455,-0.133954162480992,-0.579406967017206,-0.172287603447505,0.173574727509624,-0.0037201656208691,-0.425437960749678,0.0352559375505824,0.0902761554619589,361.5,0
153280.0,1.79770551978498,0.420235353590289,-1.13056543268956,3.31445324615639,1.3875846123901,1.62532265006721,0.0287687725327671,0.351381019887479,-1.40641569670033,1.57010106603181,0.716354929650943,0.518633076609896,0.335392968655079,0.597222464451212,-0.240821470269119,0.401471862336525,-0.592899988164938,-0.902390186936774,-2.28851858375074,-0.306374332026676,0.331180520623067,1.02425508914254,0.0396301206306612,-1.63291675199588,-0.0285251631823514,0.241839839527486,-0.0014854999868664,-0.0762416409023214,18.21,0
73238.0,-0.708825599903315,1.0830705765493,1.30461715644489,0.67994495840425,0.427015197011978,-0.314325044499445,1.0232814611779,-0.431988808945844,0.267829306664947,0.930532286522899,-0.266944340540621,-0.831739496052642,-1.22171772405399,0.0107738395794601,1.50134998958562,-0.773551522542958,-0.0773112449452776,-0.293948891490023,0.0388417926347149,0.218139661965229,0.0065125296981482,0.533769836096633,-0.198638205760865,0.056632239704235,-0.333614947347998,-0.360226166041662,-0.0516781828869921,-0.148985524746199,19.5,0
143342.0,-0.843609579743339,1.60055648900498,-2.09771918289706,-1.37313377387628,1.1352862669987,-0.402981137009851,0.706976598141721,0.730833068047994,-0.453567892327895,-0.491202525595003,-0.718611443239134,0.421291377324444,-0.47698497940521,1.29385353153178,-1.35039325313648,-0.116912035802423,-0.533448386043858,0.498406293905932,0.68753747264134,-0.139731355323871,0.249034658226573,0.740880971753588,-0.236389890093601,-0.302462421750397,-0.13071397343593,0.12519002269533,0.258164682444012,0.197524397779029,2.33,0
150398.0,-0.0021007674747846,1.03511969111563,-0.740312525331177,-0.436760027919703,0.472338881971081,-0.609002383526635,0.464418712610326,0.279405768240701,-0.163570133233341,-1.27130023910128,-0.879836639260236,0.472150478630313,1.15639830483109,-1.12307786301124,-0.250802427417705,0.659126218332087,0.361635296495796,0.228044105246862,-0.445863058966572,-0.125878468523373,0.0661467680036454,0.162782989416558,0.201117523609738,0.524234800428572,-0.907359401581885,0.211147754394746,-0.0281164816252263,0.0708499945809677,30.15,0
97400.0,1.9624487447474,-0.476773811875835,0.260832309755829,0.586674204432008,-1.10511468750936,-0.490299491413506,-1.01398271282055,-0.0220983664289098,2.77165325948852,-0.371141474602014,-0.0366196403839112,-2.51780200908046,1.15479499251666,1.24638679210409,0.103094924807452,0.661937438883311,0.141285181515712,0.37806677782559,-0.515903303788491,-0.251383513802616,-0.119881741757666,0.0128130427813147,0.335293905446409,-0.0057313974400276,-0.648419777417,0.441823347880936,-0.0445219807627851,-0.044336053998907,15.95,0
85719.0,-0.86921786906069,0.657674635087028,1.44099641964066,0.198403050772007,0.879496834353397,-0.63096971967283,0.869439158292942,-0.0456176887768463,-0.749080566285245,-0.671360243249303,-0.305270657479929,0.455365857612427,0.761921550207689,0.119045480091902,0.373178550430929,-0.0901987925039628,-0.472043869363247,-0.596927567509484,-1.34764099917104,0.0159265578823715,0.212987134478086,0.495264065796689,-0.103754420990918,0.0871028200759702,0.12807829255591,-0.470128186810862,0.0998204477548258,0.132987551672477,34.9,0
38889.0,-0.815811592197063,0.503022959711722,1.98623087245451,3.07409696210211,-0.0090587930588842,1.68873560148726,-0.0736384519675732,0.426266451875914,-0.101717984245172,0.631977775364736,-1.84234830751441,-0.136774603059163,0.339181425391937,-0.852980158448837,-0.468957023352063,-0.753093339054566,0.548116274772067,-0.128493535921133,1.16731094813291,0.171866718490861,0.0568395363358452,0.818483068246275,0.0953085177288529,-0.708838288898387,-0.126947689993064,0.48437885419342,0.420209040582435,0.157439974441988,64.95,0
73729.0,1.5507670202112,-1.02161983928841,0.366973680404423,-1.5282799919856,-1.31088439601213,-0.439748573573896,-1.08322380893984,-0.128521476433574,-1.69153491950846,1.41123965180189,-1.16694991136943,-1.08749735542398,0.736427768868683,-0.441144526945508,0.809451171994094,0.0534854505150262,0.117781341789966,0.182839461120281,0.0742842675286745,-0.282178500660145,-0.419967449457865,-0.862204870451722,0.06998913124603,-0.511995455170789,0.243086968187903,-0.358532706900906,0.0413712387303455,0.0223372030360633,18.6,0
115287.0,2.03746019127345,-0.049406572948973,-1.99201368257348,0.337548089656619,0.398261373178131,-1.47449934419723,0.766321253917929,-0.5634465203788,0.132487526791619,0.119392447432722,-0.782120935964465,0.410450454408119,0.179248364218925,0.531095392789936,-0.306507786821757,-0.692662486332846,-0.0572323596979808,-0.902966490148944,0.100710494243699,-0.137687332298431,0.12518008528695,0.497324222079335,-0.0688770545715992,0.0176708535272187,0.341537834843683,0.829361674962183,-0.124774185434483,-0.0799183037167682,44.95,0
